Vardas         Pavarde        ND1   ND2   ND3   ND4   ND5   ND6   ND7   ND8   ND9   ND10  ND11  ND12  ND13  ND14  ND15  Egz.  
Vardas604      Pavarde604     8     1     3     8     2     9     3     1     9     8     8     2     5     2     10    4     
Vardas605      Pavarde605     8     10    7     5     4     1     3     10    1     5     10    8     7     9     10    1     
Vardas606      Pavarde606     5     6     7     10    6     5     5     4     2     4     5     6     2     1     3     2     
Vardas607      Pavarde607     4     5     1     3     7     4     4     10    7     10    10    9     7     10    8     8     
Vardas608      Pavarde608     10    5     10    1     3     10    7     2     1     6     6     1     9     8     2     10    
Vardas609      Pavarde609     6     8     7     8     10    8     2     4     4     7     8     10    3     6     4     3     
Vardas610      Pavarde610     6     3     6     7     1     5     1     8     7     8     10    8     7     10    3     10    
Vardas611      Pavarde611     5     7     3     3     2     8     2     4     7     7     8     5     6     8     5     2     
Vardas612      Pavarde612     6     5     6     10    10    3     6     2     2     3     2     6     1     7     10    2     
Vardas613      Pavarde613     3     1     2     9     4     9     8     2     4     3     5     10    8     8     9     1     
Vardas614      Pavarde614     1     5     6     6     1     1     6     8     9     4     10    9     4     3     7     1     
Vardas615      Pavarde615     7     2     10    4     4     7     6     8     3     3     9     5     4     5     5     9     
Vardas616      Pavarde616     8     5     1     2     9     7     4     2     5     9     3     1     5     1     2     9     
Vardas617      Pavarde617     8     6     10    4     3     10    7     1     3     5     7     4     6     4     2     3     
Vardas618      Pavarde618     8     4     4     1     1     7     9     3     7     2     7     2     2     8     7     10    
Vardas619      Pavarde619     3     9     6     9     3     7     3     9     10    2     1     1     7     1     4     1     
Vardas620      Pavarde620     9     7     9     1     8     3     3     4     10    4     10    3     10    7     6     5     
Vardas621      Pavarde621     1     4     7     6     7     5     3     8     9     9     1     7     8     7     4     5     
Vardas622      Pavarde622     6     10    2     8     8     3     3     7     3     4     6     4     9     10    10    9     
Vardas623      Pavarde623     7     2     5     6     3     6     4     5     5     4     3     1     8     10    8     9     
Vardas624      Pavarde624     5     6     9     10    5     9     4     8     6     7     7     9     2     4     3     6     
Vardas625      Pavarde625     8     1     3     8     2     7     3     2     3     8     9     3     4     3     3     6     
Vardas626      Pavarde626     2     4     2     2     10    3     1     5     8     9     4     9     3     8     8     2     
Vardas627      Pavarde627     5     1     5     9     3     3     3     8     6     5     2     9     10    5     5     3     
Vardas628      Pavarde628     10    2     10    2     7     9     7     3     3     5     7     8     9     2     8     6     
Vardas629      Pavarde629     7     2     10    6     10    4     4     2     5     2     2     6     9     4     7     10    
Vardas630      Pavarde630     4     6     9     8     1     1     8     7     1     2     3     5     1     5     3     2     
Vardas631      Pavarde631     2     1     4     10    4     2     3     7     1     4     4     8     7     9     10    1     
Vardas632      Pavarde632     3     1     7     9     1     9     9     1     7     8     8     7     7     9     9     8     
Vardas633      Pavarde633     5     2     10    10    7     6     2     3     4     9     8     1     2     3     7     2     
Vardas634      Pavarde634     2     6     5     10    6     5     2     5     6     10    7     5     4     9     4     4     
Vardas635      Pavarde635     3     7     6     1     6     4     8     8     5     8     9     1     7     4     3     4     
Vardas636      Pavarde636     7     4     7     3     5     9     3     3     1     2     8     5     6     5     4     9     
Vardas637      Pavarde637     7     1     6     7     3     4     1     6     3     10    7     3     5     7     4     9     
Vardas638      Pavarde638     10    8     4     4     7     10    8     8     5     5     5     9     2     6     10    10    
Vardas639      Pavarde639     8     9     6     8     1     2     2     1     1     6     4     6     9     5     7     1     
Vardas640      Pavarde640     1     4     5     6     5     3     5     6     10    10    7     3     6     7     4     3     
Vardas641      Pavarde641     1     9     10    9     3     7     2     3     8     6     3     4     10    6     2     7     
Vardas642      Pavarde642     1     6     10    5     7     2     6     3     5     1     9     7     3     4     6     2     
Vardas643      Pavarde643     5     3     5     10    10    6     1     10    9     10    6     9     10    1     1     3     
Vardas644      Pavarde644     5     5     6     5     8     7     1     2     5     4     5     3     2     8     2     1     
Vardas645      Pavarde645     8     6     3     3     9     1     6     5     1     5     10    3     7     2     6     8     
Vardas646      Pavarde646     10    8     5     10    9     10    10    7     3     6     2     1     6     8     8     9     
Vardas647      Pavarde647     9     4     3     1     4     2     3     9     3     4     3     9     3     8     1     8     
Vardas648      Pavarde648     9     2     4     5     3     2     4     3     2     3     8     10    8     3     10    2     
Vardas649      Pavarde649     7     9     7     8     10    3     10    2     2     9     4     1     1     4     10    3     
Vardas650      Pavarde650     10    9     3     1     7     3     3     8     5     5     3     1     5     7     8     10    
Vardas651      Pavarde651     3     1     10    7     3     6     6     8     8     1     3     1     4     6     5     6     
Vardas652      Pavarde652     5     5     10    6     4     1     10    10    3     6     9     8     8     4     4     8     
Vardas653      Pavarde653     10    9     6     4     1     5     1     8     2     5     2     4     1     5     8     5     
Vardas654      Pavarde654     1     4     7     4     9     3     8     2     5     3     6     9     5     3     6     9     
Vardas655      Pavarde655     9     10    3     7     1     10    1     8     3     9     3     1     3     9     5     7     
Vardas656      Pavarde656     6     8     6     7     2     10    3     10    2     7     10    5     1     7     3     9     
Vardas657      Pavarde657     3     4     9     7     4     3     6     4     10    8     4     4     10    1     7     4     
Vardas658      Pavarde658     7     9     1     4     8     2     5     3     4     8     9     4     5     8     5     2     
Vardas659      Pavarde659     7     9     5     6     3     4     6     7     2     9     2     9     8     10    4     4     
Vardas660      Pavarde660     9     4     10    3     1     10    9     5     4     2     7     2     10    3     3     9     
Vardas661      Pavarde661     2     7     1     10    5     3     2     3     4     2     3     7     6     4     6     6     
Vardas662      Pavarde662     5     10    8     10    9     8     8     2     5     7     7     6     1     3     2     10    
Vardas663      Pavarde663     6     1     2     10    8     10    8     2     5     4     6     2     10    4     5     4     
Vardas664      Pavarde664     4     6     5     2     1     5     2     7     4     4     7     6     1     10    6     7     
Vardas665      Pavarde665     4     3     3     8     2     5     1     5     9     1     5     8     7     7     3     1     
Vardas666      Pavarde666     3     10    1     9     4     6     8     2     4     3     8     8     3     9     1     6     
Vardas667      Pavarde667     5     9     8     6     10    3     7     8     9     4     3     3     8     9     8     5     
Vardas668      Pavarde668     5     9     10    10    8     7     6     5     4     4     7     3     7     9     6     4     
Vardas669      Pavarde669     10    4     7     3     6     9     3     2     10    2     4     4     8     7     10    2     
Vardas670      Pavarde670     8     7     2     4     3     5     8     7     9     6     8     9     6     10    9     6     
Vardas671      Pavarde671     4     3     8     10    3     4     1     7     3     5     2     4     10    2     6     9     
Vardas672      Pavarde672     1     3     7     8     10    3     10    8     7     7     7     5     9     5     3     10    
Vardas673      Pavarde673     10    8     3     1     4     6     3     5     1     8     10    3     5     4     6     2     
Vardas674      Pavarde674     1     8     9     6     5     6     10    10    5     8     3     1     3     3     10    2     
Vardas675      Pavarde675     9     6     5     6     6     3     8     3     3     5     10    7     4     2     8     7     
Vardas676      Pavarde676     5     2     6     2     1     4     2     8     7     10    8     7     5     2     3     10    
Vardas677      Pavarde677     5     3     7     1     4     2     6     7     8     7     9     6     7     10    8     2     
Vardas678      Pavarde678     6     4     9     10    10    7     9     1     9     9     9     4     6     4     10    9     
Vardas679      Pavarde679     7     8     5     6     4     4     10    5     8     3     5     3     1     5     8     6     
Vardas680      Pavarde680     3     10    8     10    2     2     3     5     10    4     4     10    7     4     7     1     
Vardas681      Pavarde681     2     2     8     5     7     9     8     8     6     2     5     2     9     6     6     4     
Vardas682      Pavarde682     5     5     10    4     9     4     3     6     7     2     4     9     5     1     4     10    
Vardas683      Pavarde683     9     3     2     2     4     8     1     9     10    4     3     7     10    1     6     6     
Vardas684      Pavarde684     10    10    6     8     7     5     6     2     7     2     7     10    5     6     2     5     
Vardas685      Pavarde685     7     2     1     7     8     8     9     2     9     7     7     10    7     1     10    2     
Vardas686      Pavarde686     3     3     2     10    9     4     8     9     3     6     3     7     9     9     1     7     
Vardas687      Pavarde687     9     2     3     2     9     9     2     7     5     7     3     7     1     6     7     10    
Vardas688      Pavarde688     2     5     8     6     6     10    5     3     3     8     8     8     8     10    4     4     
Vardas689      Pavarde689     4     1     2     3     7     6     8     8     1     6     5     1     7     3     1     7     
Vardas690      Pavarde690     10    9     1     3     1     1     5     8     8     5     3     8     5     7     10    4     
Vardas691      Pavarde691     5     8     6     9     10    8     1     9     4     8     4     9     8     1     9     4     
Vardas692      Pavarde692     5     5     4     10    6     8     2     7     3     8     4     8     9     10    3     8     
Vardas693      Pavarde693     7     2     2     3     4     3     10    1     2     8     10    2     9     6     4     3     
Vardas694      Pavarde694     5     2     9     2     6     2     7     1     4     8     10    2     1     7     3     6     
Vardas695      Pavarde695     10    1     4     5     6     8     9     9     8     7     10    10    8     7     8     10    
Vardas696      Pavarde696     4     8     9     9     2     5     10    7     9     1     2     2     6     4     6     8     
Vardas697      Pavarde697     5     10    5     3     3     2     1     7     2     6     2     7     6     9     1     9     
Vardas698      Pavarde698     5     10    10    7     1     1     3     7     9     7     2     1     5     1     10    4     
Vardas699      Pavarde699     7     3     6     10    1     9     10    1     3     9     1     9     4     10    2     7     
Vardas700      Pavarde700     6     5     10    7     2     7     5     8     3     6     1     5     2     10    1     7     
Vardas701      Pavarde701     1     9     7     8     7     9     7     5     9     4     9     9     9     1     2     10    
Vardas702      Pavarde702     7     9     5     9     9     6     10    2     1     2     2     6     4     1     9     6     
Vardas703      Pavarde703     10    7     8     7     1     5     6     4     7     2     6     10    6     1     3     6     
Vardas704      Pavarde704     6     9     9     7     7     9     8     7     3     3     4     10    1     8     9     3     
Vardas705      Pavarde705     9     3     10    1     3     4     7     1     4     6     7     4     9     4     2     6     
Vardas706      Pavarde706     2     6     2     6     8     3     7     6     4     9     10    8     7     5     7     10    
Vardas707      Pavarde707     7     2     2     7     3     9     5     4     7     3     2     1     7     2     3     6     
Vardas708      Pavarde708     9     2     7     3     7     4     2     7     2     8     8     9     3     7     3     9     
Vardas709      Pavarde709     8     7     6     4     10    7     2     1     7     2     8     5     6     6     6     3     
Vardas710      Pavarde710     3     3     8     8     6     6     9     4     4     10    1     6     8     1     7     3     
Vardas711      Pavarde711     7     4     9     10    4     10    7     4     2     3     5     9     1     7     7     5     
Vardas712      Pavarde712     2     9     4     3     6     4     10    9     1     2     9     4     10    4     3     6     
Vardas713      Pavarde713     1     5     5     3     4     10    4     2     1     10    10    8     4     10    10    10    
Vardas714      Pavarde714     7     10    4     8     6     3     8     9     10    5     2     2     1     4     7     8     
Vardas715      Pavarde715     1     3     6     1     6     2     6     1     6     4     1     2     8     8     1     5     
Vardas716      Pavarde716     8     2     2     5     8     3     9     1     6     4     10    5     8     1     9     6     
Vardas717      Pavarde717     8     1     10    1     7     9     1     9     1     10    6     7     4     5     2     2     
Vardas718      Pavarde718     2     9     6     5     4     9     5     3     5     1     7     6     1     10    10    9     
Vardas719      Pavarde719     7     10    3     4     2     7     5     3     1     6     3     7     1     1     4     4     
Vardas720      Pavarde720     7     3     2     7     9     4     4     3     10    10    7     6     3     4     6     7     
Vardas721      Pavarde721     5     1     3     10    4     5     10    10    9     5     2     6     8     1     3     7     
Vardas722      Pavarde722     2     8     10    7     5     8     10    9     5     10    6     9     5     5     2     8     
Vardas723      Pavarde723     3     6     2     9     8     8     2     2     3     7     6     9     5     2     1     5     
Vardas724      Pavarde724     10    8     5     7     9     2     10    8     5     10    2     7     8     6     5     1     
Vardas725      Pavarde725     8     5     10    9     5     8     6     3     5     1     5     1     7     8     4     1     
Vardas726      Pavarde726     4     1     1     6     2     1     1     2     10    4     4     1     1     8     9     10    
Vardas727      Pavarde727     2     7     10    1     10    6     3     4     8     4     8     6     10    10    6     3     
Vardas728      Pavarde728     5     7     9     2     3     7     9     5     9     3     10    7     1     1     2     1     
Vardas729      Pavarde729     6     3     6     7     1     8     3     3     1     2     7     4     4     7     1     4     
Vardas730      Pavarde730     8     3     1     3     1     7     7     10    5     2     6     7     7     4     6     8     
Vardas731      Pavarde731     9     9     8     5     7     3     9     2     4     4     5     6     6     5     1     2     
Vardas732      Pavarde732     6     6     6     6     9     8     9     4     4     7     4     2     7     4     3     6     
Vardas733      Pavarde733     6     4     10    10    6     2     3     9     4     3     6     2     7     9     7     1     
Vardas734      Pavarde734     7     1     2     5     8     8     1     1     3     7     10    10    2     9     2     4     
Vardas735      Pavarde735     10    9     2     10    10    1     1     1     9     6     7     4     3     2     10    10    
Vardas736      Pavarde736     4     4     9     4     7     1     3     7     2     3     10    4     10    8     1     8     
Vardas737      Pavarde737     2     8     8     8     10    5     5     3     7     9     4     5     10    2     6     3     
Vardas738      Pavarde738     6     1     10    6     4     4     5     5     4     1     2     8     3     3     6     4     
Vardas739      Pavarde739     5     6     8     10    7     3     1     3     2     4     10    9     7     9     10    8     
Vardas740      Pavarde740     6     7     9     9     8     6     7     3     7     8     9     6     4     5     9     10    
Vardas741      Pavarde741     3     4     7     2     3     1     2     5     9     6     1     4     4     8     10    3     
Vardas742      Pavarde742     7     7     5     2     8     7     4     7     2     3     8     7     6     7     10    1     
Vardas743      Pavarde743     3     2     9     3     4     9     4     7     8     10    2     7     10    4     8     3     
Vardas744      Pavarde744     6     9     3     7     7     4     6     3     6     10    5     3     1     3     1     9     
Vardas745      Pavarde745     6     8     4     1     1     3     4     3     8     6     7     9     3     8     10    9     
Vardas746      Pavarde746     2     4     5     8     10    8     4     6     6     6     5     1     3     2     4     8     
Vardas747      Pavarde747     7     9     10    3     10    6     3     2     5     7     1     4     9     7     10    7     
Vardas748      Pavarde748     3     1     2     10    2     8     3     7     7     7     4     7     7     3     7     9     
Vardas749      Pavarde749     7     6     7     1     6     8     1     9     4     8     1     6     5     9     3     9     
Vardas750      Pavarde750     8     10    7     7     8     8     5     10    8     8     10    7     9     10    6     9     
Vardas751      Pavarde751     9     2     5     9     6     1     2     6     2     7     6     1     4     10    3     1     
Vardas752      Pavarde752     7     8     3     2     10    8     6     5     10    2     1     8     6     1     2     8     
Vardas753      Pavarde753     2     2     2     2     3     9     8     5     2     3     5     8     4     3     7     2     
Vardas754      Pavarde754     1     10    9     7     7     8     2     8     9     5     10    10    2     4     1     6     
Vardas755      Pavarde755     7     6     10    6     2     9     5     9     5     3     10    9     3     9     6     1     
Vardas756      Pavarde756     2     10    9     2     9     4     7     8     6     8     5     7     7     9     8     10    
Vardas757      Pavarde757     1     8     5     3     4     3     2     3     6     9     8     2     8     2     6     2     
Vardas758      Pavarde758     3     9     4     2     9     4     4     6     2     5     7     7     9     4     6     4     
Vardas759      Pavarde759     4     9     8     2     10    1     4     10    4     6     9     10    9     3     1     1     
Vardas760      Pavarde760     5     2     8     9     5     5     3     6     8     9     7     9     8     3     1     6     
Vardas761      Pavarde761     7     10    7     4     2     1     7     4     9     10    10    1     5     5     3     10    
Vardas762      Pavarde762     10    1     5     7     1     6     9     4     7     9     3     2     1     10    5     6     
Vardas763      Pavarde763     3     9     3     10    9     10    6     7     2     10    1     6     5     8     10    8     
Vardas764      Pavarde764     9     6     3     7     7     8     4     4     10    9     3     2     3     5     1     5     
Vardas765      Pavarde765     1     1     1     2     1     1     1     9     1     1     1     9     10    1     5     9     
Vardas766      Pavarde766     10    4     2     7     8     7     3     6     4     10    9     3     2     7     5     6     
Vardas767      Pavarde767     10    3     4     8     4     7     2     2     2     5     1     10    7     5     5     1     
Vardas768      Pavarde768     2     8     2     9     10    1     4     3     9     1     3     9     9     1     10    9     
Vardas769      Pavarde769     7     9     7     8     5     6     7     10    10    5     5     10    9     2     2     9     
Vardas770      Pavarde770     3     3     3     6     3     1     3     6     4     8     7     3     2     4     8     6     
Vardas771      Pavarde771     9     6     10    4     1     6     6     3     6     7     4     3     7     4     7     5     
Vardas772      Pavarde772     8     7     9     6     5     2     9     3     3     8     7     2     1     4     4     1     
Vardas773      Pavarde773     4     5     10    5     6     10    8     2     10    10    4     2     3     6     10    6     
Vardas774      Pavarde774     4     10    8     2     1     9     8     6     2     6     10    8     9     4     4     3     
Vardas775      Pavarde775     3     4     8     3     4     5     1     6     6     7     8     7     8     5     9     2     
Vardas776      Pavarde776     5     2     3     2     2     2     9     6     10    6     4     3     5     8     4     8     
Vardas777      Pavarde777     4     3     8     2     10    10    2     1     7     9     8     4     1     6     6     1     
Vardas778      Pavarde778     4     8     2     8     9     1     5     7     6     2     7     7     1     7     4     8     
Vardas779      Pavarde779     9     5     3     2     4     1     2     5     7     6     7     6     9     4     2     8     
Vardas780      Pavarde780     5     8     7     9     7     6     6     1     4     7     1     7     4     8     7     4     
Vardas781      Pavarde781     1     7     7     8     9     8     9     3     3     8     10    7     7     3     1     7     
Vardas782      Pavarde782     9     6     8     1     10    9     10    7     8     8     10    3     4     5     9     3     
Vardas783      Pavarde783     9     8     8     6     2     5     1     5     8     9     6     9     10    9     8     9     
Vardas784      Pavarde784     6     4     7     8     8     4     7     1     5     4     8     9     7     7     9     9     
Vardas785      Pavarde785     7     7     7     8     6     8     6     9     9     1     2     7     1     1     1     2     
Vardas786      Pavarde786     9     3     9     3     6     5     1     2     9     8     9     10    8     10    8     4     
Vardas787      Pavarde787     1     8     10    1     8     7     4     10    5     6     8     9     7     8     7     10    
Vardas788      Pavarde788     5     1     9     5     2     6     6     10    1     4     3     9     4     9     8     5     
Vardas789      Pavarde789     10    9     10    8     5     9     7     8     1     5     7     9     6     8     8     4     
Vardas790      Pavarde790     9     2     7     10    7     5     4     3     2     10    9     8     8     5     3     6     
Vardas791      Pavarde791     4     9     1     5     2     9     1     3     6     1     1     8     1     6     4     4     
Vardas792      Pavarde792     4     2     10    10    6     7     8     6     3     7     7     9     5     8     5     1     
Vardas793      Pavarde793     8     3     8     8     1     2     9     4     4     1     1     8     2     9     9     1     
Vardas794      Pavarde794     3     2     10    9     2     5     2     5     5     8     9     10    5     7     4     8     
Vardas795      Pavarde795     7     3     7     4     7     6     9     9     10    5     1     10    1     5     7     5     
Vardas796      Pavarde796     1     1     7     9     8     8     6     4     7     9     9     9     2     7     4     2     
Vardas797      Pavarde797     8     10    6     7     3     4     1     9     5     7     6     4     3     7     5     8     
Vardas798      Pavarde798     4     6     5     3     1     4     4     6     4     1     3     2     5     2     9     8     
Vardas799      Pavarde799     2     5     1     5     4     6     1     4     2     2     1     4     7     10    1     1     
Vardas800      Pavarde800     3     1     10    10    4     8     10    9     6     3     5     5     4     2     6     4     
Vardas801      Pavarde801     4     8     10    3     9     7     3     2     6     7     4     7     9     10    4     6     
Vardas802      Pavarde802     3     10    10    8     5     2     4     7     6     9     7     10    8     8     3     6     
Vardas803      Pavarde803     5     10    10    1     3     8     9     8     2     5     4     3     6     9     4     3     
Vardas804      Pavarde804     3     4     1     9     3     10    8     7     10    2     6     3     2     6     8     2     
Vardas805      Pavarde805     7     8     8     5     9     7     5     10    3     7     1     7     10    2     8     10    
Vardas806      Pavarde806     4     10    6     10    3     2     6     2     3     6     8     2     7     10    3     7     
Vardas807      Pavarde807     7     6     8     2     4     7     8     8     6     3     10    9     8     10    4     2     
Vardas808      Pavarde808     7     2     3     5     2     1     1     2     9     10    10    8     6     4     10    3     
Vardas809      Pavarde809     9     6     7     4     1     8     4     7     1     1     3     5     10    8     3     6     
Vardas810      Pavarde810     1     1     8     2     3     3     9     3     8     5     2     8     5     7     1     6     
Vardas811      Pavarde811     9     9     7     3     10    9     10    8     1     2     3     4     1     5     7     4     
Vardas812      Pavarde812     2     2     3     4     5     10    7     1     2     1     9     10    7     9     6     3     
Vardas813      Pavarde813     2     6     4     4     2     5     5     1     6     3     3     6     10    3     9     4     
Vardas814      Pavarde814     7     7     6     3     7     5     10    4     2     1     7     10    6     3     8     5     
Vardas815      Pavarde815     7     8     4     2     2     4     1     2     8     2     8     1     8     2     5     2     
Vardas816      Pavarde816     2     5     5     7     3     3     10    8     6     8     7     3     3     4     7     10    
Vardas817      Pavarde817     10    4     9     9     3     3     2     1     2     9     7     4     2     5     4     9     
Vardas818      Pavarde818     2     9     8     3     4     2     5     5     4     10    9     9     2     7     2     6     
Vardas819      Pavarde819     1     10    2     1     8     7     5     4     9     7     4     1     4     9     4     4     
Vardas820      Pavarde820     3     1     8     8     10    5     8     10    2     8     6     2     10    6     10    4     
Vardas821      Pavarde821     9     8     3     4     10    8     3     10    5     6     4     8     7     4     10    9     
Vardas822      Pavarde822     6     6     2     1     3     2     3     2     7     1     2     3     8     1     7     6     
Vardas823      Pavarde823     4     7     9     1     2     5     2     6     7     10    7     4     10    7     1     2     
Vardas824      Pavarde824     2     9     2     7     8     4     7     2     8     9     4     10    2     6     3     10    
Vardas825      Pavarde825     9     10    9     10    4     1     3     8     7     3     1     4     6     1     6     3     
Vardas826      Pavarde826     7     10    7     9     4     8     10    6     2     7     8     9     3     5     10    6     
Vardas827      Pavarde827     3     1     5     7     3     6     8     6     4     2     7     6     3     8     10    3     
Vardas828      Pavarde828     4     7     9     2     9     8     3     6     2     9     2     9     1     8     2     5     
Vardas829      Pavarde829     5     1     9     5     2     10    3     8     8     2     2     2     1     7     1     4     
Vardas830      Pavarde830     9     9     2     5     7     9     6     3     4     8     6     10    1     4     4     10    
Vardas831      Pavarde831     6     5     7     6     4     10    6     7     4     6     7     6     6     6     6     8     
Vardas832      Pavarde832     5     1     10    7     3     10    1     4     10    9     4     1     9     10    10    1     
Vardas833      Pavarde833     3     5     5     9     10    7     1     10    9     4     5     8     6     10    1     6     
Vardas834      Pavarde834     4     6     3     10    3     8     6     2     5     6     9     2     6     9     10    2     
Vardas835      Pavarde835     3     10    7     10    3     8     2     1     8     4     2     7     4     2     4     8     
Vardas836      Pavarde836     9     3     6     4     6     3     4     4     9     5     4     3     7     1     2     3     
Vardas837      Pavarde837     4     7     7     9     2     9     9     8     8     5     10    2     8     2     1     9     
Vardas838      Pavarde838     9     2     1     5     6     3     7     7     7     9     9     3     9     8     6     7     
Vardas839      Pavarde839     7     10    6     1     4     3     5     5     9     8     10    1     9     1     10    1     
Vardas840      Pavarde840     4     7     7     8     7     7     10    8     10    2     9     4     1     9     4     6     
Vardas841      Pavarde841     8     2     2     6     10    9     2     1     6     7     10    10    1     4     3     6     
Vardas842      Pavarde842     2     3     1     10    5     10    7     2     3     2     6     6     7     5     4     4     
Vardas843      Pavarde843     1     3     1     9     8     7     3     2     9     3     10    10    6     3     4     7     
Vardas844      Pavarde844     4     3     3     5     2     10    1     8     5     9     8     10    8     5     6     6     
Vardas845      Pavarde845     9     2     7     8     9     4     5     4     2     1     2     9     7     5     3     10    
Vardas846      Pavarde846     10    5     5     5     3     4     4     10    10    6     1     9     8     4     2     1     
Vardas847      Pavarde847     1     4     10    9     4     10    6     6     2     7     10    7     1     5     8     6     
Vardas848      Pavarde848     5     10    7     8     7     3     2     10    1     1     9     4     10    4     9     9     
Vardas849      Pavarde849     9     3     8     3     2     4     6     5     10    6     8     9     8     3     8     1     
Vardas850      Pavarde850     6     7     7     9     1     9     6     2     4     1     6     6     6     1     5     10    
Vardas851      Pavarde851     1     2     7     10    2     9     2     9     9     7     4     10    4     4     5     9     
Vardas852      Pavarde852     2     4     8     10    1     1     9     9     10    7     3     8     5     10    3     1     
Vardas853      Pavarde853     6     7     4     10    1     9     7     8     4     2     7     9     2     2     5     5     
Vardas854      Pavarde854     2     7     10    3     8     4     7     5     1     8     6     5     6     2     10    4     
Vardas855      Pavarde855     4     1     9     2     6     2     9     9     5     4     5     6     4     8     6     5     
Vardas856      Pavarde856     3     1     9     1     1     4     9     2     6     2     6     6     9     7     4     9     
Vardas857      Pavarde857     10    3     7     7     3     9     9     4     8     9     10    9     7     1     6     2     
Vardas858      Pavarde858     10    9     8     5     7     3     1     7     8     7     8     8     8     6     9     8     
Vardas859      Pavarde859     7     1     7     9     5     3     5     9     8     10    6     4     2     7     3     4     
Vardas860      Pavarde860     8     6     7     5     3     10    3     1     4     9     10    3     4     10    8     8     
Vardas861      Pavarde861     4     2     3     6     7     1     7     6     9     6     7     9     8     1     9     5     
Vardas862      Pavarde862     5     3     3     9     5     2     7     4     1     2     4     5     9     5     3     4     
Vardas863      Pavarde863     2     7     7     10    10    4     1     2     4     5     7     8     2     5     9     2     
Vardas864      Pavarde864     10    2     9     4     6     8     7     6     7     2     2     8     10    3     1     4     
Vardas865      Pavarde865     6     10    10    5     1     10    3     2     2     4     8     9     9     10    3     3     
Vardas866      Pavarde866     10    7     1     2     2     9     9     6     7     5     6     7     6     1     10    6     
Vardas867      Pavarde867     5     8     3     10    3     7     3     3     7     5     6     8     10    3     1     6     
Vardas868      Pavarde868     10    7     8     3     4     5     7     8     8     3     3     7     6     8     1     4     
Vardas869      Pavarde869     3     8     2     8     3     10    9     8     3     3     1     5     3     10    9     5     
Vardas870      Pavarde870     7     5     10    7     6     8     9     10    1     10    7     4     7     7     2     9     
Vardas871      Pavarde871     9     6     2     5     4     2     4     6     3     1     10    5     7     6     7     9     
Vardas872      Pavarde872     6     2     2     1     9     3     7     6     3     1     7     4     4     1     7     5     
Vardas873      Pavarde873     3     5     9     1     2     6     6     2     3     4     1     1     3     10    3     7     
Vardas874      Pavarde874     10    4     10    10    2     3     10    5     1     9     3     1     2     10    10    2     
Vardas875      Pavarde875     1     3     5     2     6     6     6     5     2     8     4     6     2     4     3     7     
Vardas876      Pavarde876     2     3     6     4     5     4     10    2     10    1     10    10    4     4     8     1     
Vardas877      Pavarde877     2     1     6     7     6     10    5     10    3     3     5     2     5     3     7     5     
Vardas878      Pavarde878     2     9     10    5     4     5     3     7     1     3     4     3     6     6     3     5     
Vardas879      Pavarde879     1     4     8     8     8     6     3     5     10    5     2     7     3     2     6     3     
Vardas880      Pavarde880     5     6     4     3     8     3     5     6     1     7     6     10    5     3     10    8     
Vardas881      Pavarde881     6     4     3     1     5     10    8     8     1     4     3     10    5     7     10    10    
Vardas882      Pavarde882     5     4     4     9     7     4     2     7     10    10    4     2     8     5     6     6     
Vardas883      Pavarde883     9     4     5     4     10    6     1     8     6     4     6     2     1     3     2     3     
Vardas884      Pavarde884     8     4     6     9     10    5     5     9     3     3     5     7     10    1     1     10    
Vardas885      Pavarde885     3     6     2     5     7     1     3     3     9     4     8     6     4     2     1     4     
Vardas886      Pavarde886     5     7     7     5     4     1     9     9     1     9     9     10    6     8     3     2     
Vardas887      Pavarde887     4     3     5     7     5     8     10    3     9     1     7     5     2     9     9     3     
Vardas888      Pavarde888     1     2     3     8     4     8     4     7     5     10    5     3     7     2     2     10    
Vardas889      Pavarde889     9     2     6     3     8     4     5     3     6     6     7     6     10    9     8     8     
Vardas890      Pavarde890     4     3     10    1     1     9     7     5     2     10    7     10    6     8     8     6     
Vardas891      Pavarde891     3     6     5     2     3     7     8     6     1     5     8     8     6     2     3     5     
Vardas892      Pavarde892     5     9     6     10    8     10    6     9     5     7     7     2     9     1     7     7     
Vardas893      Pavarde893     3     5     8     10    10    8     3     2     10    6     10    10    9     8     1     9     
Vardas894      Pavarde894     2     6     7     7     4     6     7     9     9     5     3     6     9     3     9     10    
Vardas895      Pavarde895     10    7     5     3     4     1     4     9     5     10    3     7     6     4     10    5     
Vardas896      Pavarde896     8     10    5     8     10    4     10    6     4     2     9     6     1     3     9     1     
Vardas897      Pavarde897     9     1     8     8     8     3     9     9     7     10    1     1     3     10    9     5     
Vardas898      Pavarde898     7     5     2     6     6     4     1     3     9     5     6     7     2     10    3     6     
Vardas899      Pavarde899     1     10    7     3     1     5     4     4     5     1     6     2     7     2     10    9     
Vardas900      Pavarde900     4     8     2     6     5     1     6     6     8     1     9     10    1     6     9     7     
Vardas901      Pavarde901     8     5     9     4     4     7     1     9     1     1     4     6     10    4     3     8     
Vardas902      Pavarde902     10    3     8     5     2     1     4     9     9     3     8     8     1     5     3     3     
Vardas903      Pavarde903     7     4     8     10    7     8     10    3     9     5     6     10    7     5     6     10    
Vardas904      Pavarde904     4     8     8     4     6     7     3     5     7     9     8     7     1     2     1     2     
Vardas905      Pavarde905     2     10    2     7     3     2     6     10    4     6     6     4     4     10    9     3     
